release_num,wave_rate1,aver1,median1,fft_shape_mean1,fft_mean1,SamEn1,wave_rate2,aver2,median2,fft_shape_mean2,fft_mean2,SamEn2,wave_rate3,aver3,median3,fft_shape_mean3,fft_mean3,SamEn3,wave_rate4,aver4,median4,fft_shape_mean4,fft_mean4,SamEn4,x,y
1,0.49436490087320223,3.0725497936390257e-06,0.0,2.206923901519522,1.947656346300944e-05,0.5306282510621704,0.6575116814014528,0.494145023067127,0.4867658145143027,1.572858544692581,1.600210118273973,0.7323678937132267,0.862081903669716,2.7228531549208586e-06,0.0,1.83861582023121,1.2411804307029385e-05,0.24686007793152595,0.6651665749779182,1.9767507285363813e-06,1.5039630143459458e-06,1.780731993730534,6.9208392644136545e-06,1.0761394328160512,4550,7580
2,0.7197979583098706,0.5109275809799759,0.39818865891795036,1.94754367770654,1.4759773775386607,0.47000362924573574,0.9290603638251801,0.4505105770231865,0.3236853436754106,1.6232855289257098,1.269850707579726,0.6931471805599453,0.5595717907162844,1.0980541035613793e-06,2.768764488882519e-07,2.0231237103242377,5.234503047132415e-06,0.4700036292457356,0.9878440715825549,1.6545957948576522e-06,0.0,1.2882758851727005,8.650455296766567e-06,0.06453852113757129,4550,7582
3,0.6653396539015384,0.39445615732435063,0.3548624538387504,1.7086322118210895,0.9105203613000837,0.8064758658669484,0.6828530582632003,0.6177407104050014,0.46650299974716614,1.0211033121632842,1.2455383108119622,0.7323678937132267,0.4394959192399496,3.92736282814268e-06,4.269271941628149e-06,2.4734940279004154,1.4104457688733155e-05,0.6418538861723946,0.6142532153909757,4.87330570152821e-07,0.0,2.409284844600096,2.5951003327677497e-06,1.2809338454620645,4550,7584
4,0.8431977141039052,0.48867196840954724,0.49788158306717306,1.5002935806445792,1.2765907439666808,0.7576857016975167,0.6782317150793655,0.7095903585738724,0.6172467386324005,1.2106750678931455,1.2176394126979457,0.9555114450274363,0.9459130168469143,5.712813966715518e-06,1.3265216383383349e-06,1.993681187996783,1.9415894405032753e-05,0.7576857016975167,0.9375839453428448,1.6335737636168487e-06,1.056287557539929e-06,2.548853998582715,5.316917904156585e-06,1.2809338454620642,4550,7586
5,0.8154663720933473,0.5483762981715429,0.367992649105266,1.1890470320428237,1.6336927548166114,0.18232155679395484,0.8714496373612431,0.7956208124121698,0.6338054366094732,1.2389300346969687,1.1022859109426468,0.47000362924573574,0.8198736306988115,7.739738493601288e-06,6.7130606339165404e-06,2.2119568519403514,1.5628393495663564e-05,0.5877866649021192,0.5459665599753174,1.6346572525621422e-06,0.0,2.2883764930921022,6.937072837800884e-06,0.8064758658669484,4550,7588
6,0.9246186218161262,0.5937458483174237,0.5887794824483166,1.0816254050405767,1.3152267321021323,0.38299225225610584,0.6605435709011975,0.7947338217317682,0.817122318274965,1.657812673157163,1.841184292787418,0.33647223662121306,0.5737969676649267,0.2040202391510562,0.056332766534960346,1.5524311868744478,0.8301758870857118,0.8754687373539002,0.5768007879966673,3.1345521982586985e-07,0.0,2.053665637341314,1.7474174530669832e-06,0.6931471805599453,4550,7590
7,0.5992652077529352,0.7054106040571961,0.5607346358593464,1.6914327764070858,1.3979380568215936,0.6523251860396904,0.8806935714637554,1.0679443814043124,1.0875554204784261,0.6975861902038283,0.6338043611196323,1.7227665977411037,0.7608561826372253,0.33751781846890927,0.15074802961850742,1.2377729439497032,1.224771925520073,0.15984870094189613,0.7474983181969318,2.240169029114374e-06,2.0379354847396164e-06,2.4102807984981194,7.486414815434701e-06,1.3862943611198906,4550,7592
8,0.8417717905977362,0.6158379288329351,0.39601136279525495,1.6136362786316647,1.5849769815568977,0.5500463369192721,0.7508892750534572,0.8609173847409686,0.711172282416628,1.8217762875345902,1.4450224664088327,0.33647223662121306,0.7186380339823573,0.5036277752145034,0.34106700843069576,1.5007124416829083,1.103869760951171,0.47000362924573574,0.40026429852420986,1.145410451208183e-06,5.012692283003589e-07,2.1906670875408105,5.916955593692504e-06,0.641853886172395,4550,7594
9,0.7984509970535927,0.6818880068089604,0.547409563029815,1.4398178551767968,1.3716643314367438,0.6241543090729941,0.9066693408548754,1.0246407944018177,1.0256676972006569,1.2943952895408146,0.9081073765830696,0.3158529494184773,0.6371966298778546,0.483785908902372,0.22876781578208744,1.8456429783308494,1.659860317195497,0.8754687373538997,0.8864515329821212,1.8473850517656695e-06,2.3109216208561054e-06,1.2464822203386452,4.574873338482964e-06,0.3364722366212132,4550,7596
10,0.6317696954665976,0.5486924521855221,0.5206846489440561,2.1768827296216235,1.1135781312862303,0.28768207245178107,0.6521424560457213,1.1506371042010735,1.162601452044701,2.009925235557833,1.0417033739326715,1.7227665977411037,0.6621206870321031,0.49572190852708287,0.35826750563884163,1.7456162663261126,1.008967765009832,0.2693329337835846,0.9474611058198233,0.19402979340195114,0.0,1.5116576109352295,1.0569525005776168,0.06453852113757129,4550,7598
11,0.5809036467995546,0.777488732772494,0.8265124746465246,1.829538432758778,1.1693782067976564,0.2121745199436359,0.6794618560401156,1.1851822578188507,1.218368496951765,1.6603306849772206,0.47216114983117097,1.4816045409242156,0.7964113360707852,0.665430206423935,0.5407319287381647,2.0697796434808637,1.009742858688801,1.1631508098056809,0.48101229285662184,0.36302103876729874,0.3344046227749047,1.4856130501254725,0.9794019128279361,0.5389965007326873,4550,7600
12,0.8740104331800516,0.7584757179732762,0.6207909440294532,1.4381158036855077,1.3691471078385713,0.28768207245178107,0.7722835263604648,1.283230972445212,1.2560694913037558,1.748825481392578,0.555476490559754,0.7323678937132267,0.7846112730724843,0.6888818353363771,0.8310950758107449,1.6943770037557881,1.5798729571890118,0.6241543090729939,0.7618986818290188,0.41201725992349425,0.430176342469531,1.4266090620695737,1.0253142058390006,0.7576857016975167,4550,7602
13,0.6828388864520114,1.0177484584011898,1.0360305901652673,1.2184295431904721,1.132767223508029,0.8754687373539001,0.6019300538555039,1.297217964625716,1.2502250604156864,1.8917064764676064,0.4231699012622957,0.8754687373538999,0.8123042256050096,0.7191013805237549,0.5976968690224208,2.3567499903041256,1.6192742626447427,0.3364722366212132,0.9767723698576447,0.337049261811243,0.28806451286099366,1.5811393307407102,1.0146235692926093,0.8754687373539001,4550,7604
14,0.5845325825476594,1.0894811745602375,1.1315936661794532,1.7598361132173406,1.2644955746588935,0.7576857016975166,0.7654084671985859,1.377648187515133,1.363521149010209,2.092411549918031,0.5800860943524956,0.6035350218702585,0.7049837568021556,0.7289595520052251,0.7536612387511776,1.5528888139296453,1.1790889187090767,0.7576857016975166,0.5907096652018793,0.35562856803003073,0.14876364984505097,1.3134066240722166,1.2015333193069877,0.1823215567939546,4550,7606
15,0.6042735094575629,1.1016601719798282,1.1743505804502197,1.9609264711700154,1.2129209563024375,0.1823215567939547,0.831442870925202,1.558652739291145,1.5326237972122656,1.9225117136449656,0.9118557289789571,1.3862943611198908,0.7433086938677089,0.6874478755443278,0.6379392514328391,1.8348494150194394,1.426237767730675,0.5653138090500603,0.9571338093047154,0.4140594963768267,0.3249865597758529,1.0735733497627373,0.8989820822249597,0.1823215567939546,4550,7608
16,0.7725352718169015,1.229933753037914,1.239961352105837,1.0435219626477263,0.7649393895482806,0.3364722366212132,0.5238616545751819,1.6416157976315267,1.5733770071774293,1.675258032953666,1.2790074477546578,0.018018505502678476,0.6252307892587937,0.7620830345945884,0.7253628388192588,1.8040017189664577,1.6881506922519791,0.15984870094189613,0.8619398411644906,0.5298854196695854,0.5545599959498588,1.830052905788588,1.2182552142980576,1.5686159179138452,4550,7610
17,0.9052814137652088,1.2586964009356938,1.2686341234580136,1.439507098839431,0.7710900175680752,1.3862943611198908,0.5196552535574142,1.5711068635416248,1.5887181528422751,2.0493721598005807,1.77364956884578,0.22884157242884767,0.742791771496269,0.784673342745722,0.5956837683318534,1.1377447466938229,1.3547766710695082,0.47000362924573574,0.9435184588197083,0.5004999239495539,0.4122516771475044,1.1737239949286717,1.2922466465752462,0.3958956570920139,4550,7612
18,0.8306088921701413,1.3296181678096206,1.4350689330218827,1.657301732937453,0.6001437152857951,1.3862943611198908,0.425602696450343,1.7696293954619906,1.739949585708182,2.034322083701552,2.3375869152926714,0.2363887780642304,0.75737795767575,0.9388556461607273,0.9906048934733784,1.2278574723657496,0.8826450473453047,1.3862943611198908,0.8471355581106973,0.7836093127179761,0.631225095032711,1.512411259400039,1.4746384981427358,0.8064758658669486,4550,7614
19,0.5937529253248264,1.4537249327699493,1.4095545725382328,1.9990090273792245,0.5605607982702964,0.2693329337835846,0.6492821730965193,1.7912928940711283,1.7069387369847941,1.736709015024735,1.7108360896978982,0.2876820724517809,0.7723310643238038,0.9604334251926943,0.9726035469678888,1.7840785393338492,0.8542078136312631,0.38299225225610584,0.8528584694449126,0.6671742143697045,0.49705167843256803,1.7228149943070536,1.2048318808456149,0.7884573603642702,4550,7616
20,0.7592149208145482,1.4785223051029042,1.413707920932739,2.249365427335154,0.656374409005102,0.7576857016975166,0.7847734999985432,1.7224349061922906,1.5693280057790104,1.4194235357925054,3.3056516433730136,0.14458122881110755,0.5383184906126497,1.18515906706243,1.1405818201881837,1.6069121863207825,0.9372579533045486,1.163150809805681,0.8168613134468883,0.9087355816304161,0.7787163706106741,1.031363800271351,1.3586229178215794,0.2693329337835846,4550,7618
21,0.5666135859410331,1.6435786586406897,1.5981576295451019,1.799916072606774,1.0398532444963569,0.8754687373539001,0.3575798941139845,1.7499138733765884,1.568777838187292,1.7392169520511096,3.419965523558146,0.1823215567939547,0.8124913091008629,1.3449409764514733,1.450950630214612,1.3232869295053116,0.8892451828573409,0.6523251860396904,0.4071892386013147,0.8635056050772545,0.851468901559175,1.8442659866301434,1.417104371495313,0.47000362924573574,4550,7620
22,0.5558442382523896,1.7628137927596819,1.8414448406505453,1.9371270829851113,1.4596397855653247,0.5653138090500603,0.9299009994466649,1.7400287027223584,1.7378985089786474,1.800900110768933,1.9524134567090972,0.3364722366212132,0.23154518233495547,1.3594814736375638,1.3920539844399984,1.9448953605040402,0.6774555168972304,0.5187937934151674,0.8715782619157507,0.937359113604348,1.0504017918006228,1.5888716925905837,1.2245722356278006,0.47000362924573574,4550,7622
23,0.6955398275785863,1.8807263743724496,1.9197695226500973,1.8090946343673013,2.187163234975698,0.3646431135879093,0.8707413221970816,1.6520055889042753,1.5897181305452164,1.5491191175265155,3.3706851696244327,0.6241543090729939,0.8613748106579493,1.3932629288436147,1.4094507361482547,1.8190278240315523,0.41571330679863144,inf,0.45977307392369915,0.9936856809497487,0.903562021927877,1.5743786879042392,1.4138489972019914,0.6931471805599454,4550,7624
24,0.4903731094897282,1.9525137592865496,1.8972023249327206,2.0303140323692843,2.6430598403717793,0.28768207245178123,0.8866175476622977,1.7240109168065236,1.7212754312382454,1.6806899747007895,4.058127826924431,1.0296194171811583,0.8513959410841658,1.4741336729712442,1.3716798957821794,1.9936644577242169,0.5032006588021207,1.2809338454620645,0.7997000991189578,1.036584806717426,0.8941892599686093,1.4194353599872644,1.164656096374424,0.587786664902119,4550,7626
25,0.8723717410522419,1.5954489065841448,1.6089695777998125,1.7550515060326988,3.257011841607592,1.7227665977411037,0.6551384175201311,2.025800970581433,2.190388436970637,1.463252229633023,3.178107615385058,0.47000362924573574,0.5475817315374383,1.6396429638348133,1.6334708210964175,2.2974819596065235,0.7817876601327661,0.6523251860396904,0.6628949368884144,1.2458682239980796,1.1777589940642803,1.9785332694899551,0.9157153324765963,0.8754687373538999,4550,7628
26,0.8073784315438839,2.1660198539343933,2.2542508711788662,1.4952169227174128,1.9883655909361688,0.5877866649021192,0.776393153127556,1.4999250538507751,1.2282171799878172,2.0854436302412407,4.189371241254728,0.7576857016975166,0.6737338077026376,1.5239393418792488,1.642240009119651,1.8210702553640437,1.130936116273085,0.4700036292457356,0.45913398050167775,1.347593977281674,1.333464792691372,1.713269105820027,0.8518000891407835,1.163150809805681,4550,7630
27,0.5725723329268559,2.0700698609057104,2.0524304238129987,1.711856370426143,1.9186437477857403,0.36464311358790963,0.9209202299223995,1.784073700999828,2.062295969861917,1.9800598411881605,3.448847254132622,0.6035350218702584,0.8810968062803598,1.7519279906060716,1.6529886347898441,1.3203372404489453,1.452836360941723,0.3234001550538601,0.5451860364350518,1.4406934821765043,1.5368590358518255,1.96375323994768,0.8221014341937967,1.5686159179138455,4550,7632
