release_num,wave_rate1,aver1,median1,fft_shape_mean1,fft_mean1,SamEn1,wave_rate2,aver2,median2,fft_shape_mean2,fft_mean2,SamEn2,wave_rate3,aver3,median3,fft_shape_mean3,fft_mean3,SamEn3,wave_rate4,aver4,median4,fft_shape_mean4,fft_mean4,SamEn4,x,y
1,0.8920946727711733,0.11154524262088086,0.034136416014216166,2.4586563976997615,0.5926581482312148,0.30719488667536277,0.37112054395572214,0.022946250222647277,0.0,3.215727878100951,0.16389013437777544,0.8072604873273659,0.8209891066495807,0.04072539235099964,0.0,3.4800444767528145,0.2246435060993435,0.7148871671963509,0.2626165428651805,0.0008879498745964242,0.0,2.716862453831332,0.007737265428480506,0.2687061709927753,-10.0,40.0
2,0.4233493989075093,0.03855102943549369,0.0,2.6057365784178694,0.21352544348352773,0.5902897951202375,0.6765486423332345,0.05630668535271139,0.037287078596151324,3.113420968803173,0.26239981318900407,0.3158529494184773,0.6769859210479947,0.07154383753121256,0.04010579246002165,2.752786886624065,0.3177916173132692,0.5389965007326868,0.6174843024928836,0.0018206529225214898,0.0011837283251610949,2.448865180544632,0.007211942429283434,1.035433387046578,-10.0,40.25
3,0.7374923495058548,0.03900936906492795,0.0,3.528600666655991,0.1992082642129944,0.481838086892738,0.8155454887963438,0.03599024953950225,3.6322112793848875e-05,3.622756095082935,0.1992884716304148,0.5767368287155343,0.6767887676896629,0.08924007482456678,0.0,3.252269241534191,0.4543217881330657,0.6787584431078458,0.5574914403369952,0.0010536607436915002,0.0,3.118868729653759,0.006312049950780514,0.9019019944220554,-10.0,40.5
4,0.6918859018397928,0.051768057077464034,0.037491216347231786,3.18003445600753,0.21587627915145063,0.7621400520468966,0.592500227035454,0.030857305209061537,0.0,2.2359960993236028,0.1597449321765882,0.2315118009847261,0.4696063897839248,0.07892221082598308,0.0,3.232474117272951,0.44631311433078824,1.455287232606842,0.5828777350253821,0.0019005710519214803,0.0,2.5168130466715626,0.010454661899383726,0.6820973443733608,-10.0,40.75
5,0.6426857967405066,0.06109401856526319,0.0641130240452036,3.172022569068818,0.2467617348622606,0.739667196194838,0.5353466280816652,0.02254938853683846,0.0,3.147224805853352,0.1736164796971491,0.294799540220645,0.5091325785610219,0.04695553384527995,0.0003260000123534121,3.3609870259941763,0.2633870970208707,0.7213180575266409,0.5578841882280292,0.0020950355944137616,0.0011218045975076435,3.582480786796878,0.008140112583621874,0.6787584431078458,-10.0,41.0
6,0.7171818425235765,0.06707176961087656,0.00910061770137159,2.995210535281006,0.3124176156810271,0.6931471805599454,0.788730607605118,0.03107531616775782,0.00314662516427764,2.548923503974095,0.15135012778627913,0.7621400520468967,0.5340929182186767,0.10963234191071518,0.113737894995989,2.5300594362170017,0.3619263321301032,1.2927683031090673,0.9316419218163455,0.0015562480117063077,0.001237372851074676,3.3683550068755403,0.006527302593898944,0.9444616088408515,-10.0,41.25
7,0.650474710205938,0.06969142470847141,0.06529635364343839,3.160211477013687,0.2979499999859808,1.0986122886681098,0.7313546810942004,0.039234332640049295,0.016989908963154988,3.4607003262520113,0.20031056790080964,0.8109302162163291,0.7535567962505616,0.09955119897716942,0.020063597490394037,3.2467900534882204,0.48105628237744863,0.8109302162163285,0.8573750414137357,0.0014124733475381441,0.0,2.9043136958793414,0.006688973833621466,0.5389965007326869,-10.0,41.5
8,0.7874784011883592,0.016487887252098786,0.0,2.658514362530707,0.10606834925327871,0.5389965007326871,0.1704116187968066,0.023448898250835484,0.0,2.802482755654704,0.26073682161394723,0.012903404835908067,0.9171366800173971,0.05920027151971231,0.0011332674275464898,3.3575417126637546,0.27730773176588797,0.8873031950009028,0.9396061902232091,0.0019524023786833687,0.00045957387043422905,3.156522824928688,0.008985073248374676,0.4744579795951164,-10.0,41.75
9,0.5565495436324409,0.07921231859029532,0.0,2.858423621596627,0.4817268918897633,0.6343066805370117,0.8709406785209167,0.05390918487554364,0.04991816690412012,3.2147166912946297,0.19205796537248257,1.0498221244986776,0.849749422845015,0.034337660303448585,0.0,2.614089041435306,0.21809487712880074,0.7148871671963511,0.760665576593613,0.00168950178122543,0.0011130453243615366,2.7949895677213954,0.007582745334482612,0.8013607652001782,-10.0,42.0
10,0.47151265059056774,0.027956842160462177,0.0,3.1472072695235718,0.22361891054819164,0.5930637220029624,0.41678133597530476,0.042187597938260366,0.039652863700493236,2.5510698948015396,0.17643580329259875,0.644357016390513,0.7020010921319989,0.0637148749890711,0.028664598499356854,3.436642700627104,0.30299894663212873,0.666829872242572,0.4659619322914027,0.0012313272942936547,0.0,2.7684598323480656,0.007630192570587411,0.7621400520468967,-10.0,42.25
11,0.6941095576984371,0.01739030211931514,0.0,3.1202770722807367,0.10246001241373208,0.8391010931830252,0.5304795788797101,0.021108189725532245,0.0,2.6281641566524434,0.1307352550685932,0.650222135842911,0.7748122299434081,0.10163680757655112,0.06718140101074137,2.805285014683882,0.3699753503938728,0.4054651081081643,0.8281400019923065,0.0009265445269650792,0.0,3.2649151198049813,0.004466247262210883,1.9252908618525777,-10.0,42.5
12,0.6356843949875395,0.0561451078780772,0.011265926447506028,3.386093804947774,0.342388334082108,1.0826119473216689,0.6985185471218105,0.042115124651342956,0.016929669722416055,2.9277860597080116,0.20254305826415755,0.5767368287155339,0.27693324486251086,0.03649348826834993,0.0,3.1724008681760867,0.31412688108143094,0.06025919151819661,0.43617359848832776,0.0016598796899994254,0.0,3.1555213983353068,0.009429604121077906,0.6668298722425717,-10.0,42.75
13,0.5230312295955871,0.08312595416523517,0.01859357726615961,3.3347318594969653,0.4223452645991364,0.6820973443733599,0.49872057767667793,0.029177146626851044,0.0,3.204385179780736,0.1751561762582037,0.9852836033611068,0.5437169921285117,0.05599834063045384,0.008215462157869046,3.1579914544016,0.2732104200089731,0.8152498773608449,0.6365660389464718,0.0008843323778614694,0.0,3.2436309802313112,0.006511060727865703,0.3287010918963261,-10.0,43.0
14,0.5895988261725289,0.03732551679712758,0.0,2.783647606295607,0.22856245096499286,0.44055642791943433,0.7064589908152451,0.030486226285754366,0.006760214699084126,3.0585726982641073,0.1632252449648865,0.6567795363890703,0.9104440982244266,0.11840791090413988,0.11070690741244317,3.583408982017991,0.35946632994782185,0.7903109290135931,0.6137551089659256,0.0016035351775819376,0.0003547326300632015,2.4572774089451777,0.007902177770535253,0.9105600571651703,-10.0,43.25
15,0.981197672517366,0.06759521596383238,0.03523707485919289,2.968751547894797,0.2948621499501876,0.5834482633035212,0.6742795227605305,0.06026983861289747,0.054077603105709804,3.1964650659734084,0.19152698240550028,1.1676051601550608,0.855371697709742,0.04251568165650087,0.0,3.146683054734402,0.273562688438509,0.7621400520468967,0.5417422719645243,0.0008610968658988772,0.0,3.0830177535800085,0.005148906287803272,0.6443570163905132,-10.0,43.5
16,0.6847298618718237,0.04207565604690972,0.0,3.576921194343166,0.25567089457968667,0.8013607652001783,0.765430406394149,0.026919633374988573,0.0,3.266500514391597,0.12146432331609978,0.5877866649021192,0.6138843324015338,0.05453026591087558,0.0,2.4781730177847505,0.2718968488914015,0.44055642791943433,0.23113621045502056,0.00041081816249339767,0.0,3.138893984431111,0.003925114422762462,0.2830631265954864,-10.0,43.75
