-10,40
-10,40.25
-10,40.5
-10,40.75
-10,41
-10,41.25
-10,41.5
-10,41.75
-10,42
-10,42.25
-10,42.5
-10,42.75
-10,43
-10,43.25
-10,43.5
-10,43.75
-10,44
-10,44.25
-10,44.5
-10,44.75
-10,45
-10,45.25
-10,45.5
-10,45.75
-10,46
-10,46.25
-10,46.5
-10,46.75
-10,47
-10,47.25
-10,47.5
-10,47.75
-10,48
-10,48.25
-10,48.5
-10,48.75
-10,49
-10,49.25
-10,49.5
-10,49.75
-10,50
-10,50.25
-10,50.5
-10,50.75
-10,51
-10,51.25
-10,51.5
-10,51.75
-10,52
-10,52.25
-10,52.5
-10,52.75
-10,53
-10,53.25
-10,53.5
-10,53.75
-10,54
-10,54.25
-10,54.5
-10,54.75
-10,55
-10,55.25
-10,55.5
-10,55.75
-10,56
-10,56.25
-10,56.5
-10,56.75
-10,57
-10,57.25
-10,57.5
-10,57.75
-10,58
-10,58.25
-10,58.5
-10,58.75
-10,59
-10,59.25
-10,59.5
-10,59.75
-10,60
-9.75,40
-9.75,40.25
-9.75,40.5
-9.75,40.75
-9.75,41
-9.75,41.25
-9.75,41.5
-9.75,41.75
-9.75,42
-9.75,42.25
-9.75,42.5
-9.75,42.75
-9.75,43
-9.75,43.25
-9.75,43.5
-9.75,43.75
-9.75,44
-9.75,44.25
-9.75,44.5
-9.75,44.75
-9.75,45
-9.75,45.25
-9.75,45.5
-9.75,45.75
-9.75,46
-9.75,46.25
-9.75,46.5
-9.75,46.75
-9.75,47
-9.75,47.25
-9.75,47.5
-9.75,47.75
-9.75,48
-9.75,48.25
-9.75,48.5
-9.75,48.75
-9.75,49
-9.75,49.25
-9.75,49.5
-9.75,49.75
-9.75,50
-9.75,50.25
-9.75,50.5
-9.75,50.75
-9.75,51
-9.75,51.25
-9.75,51.5
-9.75,51.75
-9.75,52
-9.75,52.25
-9.75,52.5
-9.75,52.75
-9.75,53
-9.75,53.25
-9.75,53.5
-9.75,53.75
-9.75,54
-9.75,54.25
-9.75,54.5
-9.75,54.75
-9.75,55
-9.75,55.25
-9.75,55.5
-9.75,55.75
-9.75,56
-9.75,56.25
-9.75,56.5
-9.75,56.75
-9.75,57
-9.75,57.25
-9.75,57.5
-9.75,57.75
-9.75,58
-9.75,58.25
-9.75,58.5
-9.75,58.75
-9.75,59
-9.75,59.25
-9.75,59.5
-9.75,59.75
-9.75,60
-9.5,40
-9.5,40.25
-9.5,40.5
-9.5,40.75
-9.5,41
-9.5,41.25
-9.5,41.5
-9.5,41.75
-9.5,42
-9.5,42.25
-9.5,42.5
-9.5,42.75
-9.5,43
-9.5,43.25
-9.5,43.5
-9.5,43.75
-9.5,44
-9.5,44.25
-9.5,44.5
-9.5,44.75
-9.5,45
-9.5,45.25
